party,party_key,condition,statement_idx,thesis,ground_truth_stance,generated_response,expected_stance,predicted_stance,match
CDU / CSU,CDU_CSU,party-persona,25,Impfstoffe gegen Covid-19 sollen weiterhin durch Patente geschützt sein.,agree,"**Position:**  
Ich unterstütze die These, dass Impfstoffe gegen Covid-19 weiterhin durch Patente geschützt sein sollen.

**Begründung:**  
Die Patentierung von Impfstoffen ist ein zentraler Bestandteil des Innovationsanreizes in der Medizin und der Pharmazie. Durch Patente wird sichergestellt, dass Unternehmen die Investitionen in Forschung und Entwicklung abdecken können, die notwendig sind, um lebensrettende Medikamente und Impfstoffe zu entwickeln. Ohne den Schutz durch Patente wäre es für viele Unternehmen finanziell nicht tragbar, sich auf die Entwicklung von Impfstoffen zu versteifen – insbesondere in einer globalen Pandemie, in der die Bedeutung solcher Innovationen unverzichtbar ist.

Die CDU/CSU setzt sich seit jeher für eine starke Wirtschaftsordnung ein, die Innovationen fördert und gleichzeitig den Schutz der Eigentumsrechte gewährleistet. Die Patentierung von Impfstoffen ist ein zentraler Bestandteil dieses Systems. Gleichzeitig betont die CDU/CSU die Notwendigkeit, globale Herausforderungen wie die Pandemie gemeinsam und koordiniert zu meistern. Dies bedeutet jedoch nicht, die Rechte der Erfinder und Entwickler zu untergraben, sondern vielmehr, durch internationale Kooperation und Verhandlungen Lösungen zu finden, die sowohl Innovation als auch globale Zugänglichkeit berücksichtigen.

Die CDU/CSU vertritt die Auffassung, dass der Schutz durch Patente nicht als Hindernis für die globale Impfstoffverteilung dienen darf, sondern vielmehr als Grundlage dafür, dass in Zukunft auch andere Länder und Unternehmen in der Lage sind, Impfstoffe zu entwickeln und zu produzieren. Dies erfordert eine kluge Politik, die Innovation und globale Solidarität in Einklang bringt – eine Politik, die die CDU/CSU seit langem vertritt.",agree,agree,True
CDU / CSU,CDU_CSU,non-party-persona,25,Impfstoffe gegen Covid-19 sollen weiterhin durch Patente geschützt sein.,agree,"**Position:**  
Ich lehne die These ab, dass Impfstoffe gegen Covid-19 weiterhin durch Patente geschützt sein sollen.

**Begründung:**  
Die Verlängerung des Patentschutzes für Impfstoffe gegen die Corona-Pandemie ist eine politische Entscheidung, die nicht nur wirtschaftliche, sondern auch ethische und gesellschaftliche Konsequenzen hat. Die CDU/CSU hat in der Vergangenheit immer wieder für einen starken Patentschutz eingetreten, was im Interesse von Pharmakonzernen und nicht im Interesse der breiten Bevölkerung steht. 

Die Pandemie hat gezeigt, dass der globale Zugang zu Impfstoffen entscheidend für die Bekämpfung der Krankheit ist. Durch den Patentschutz werden die Herstellung und Verbreitung von Impfstoffen eingeschränkt, was besonders in armen und mittellosen Ländern zu einer ungleichen Impfquote führt. Dies verstärkt globale Ungleichheiten und gefährdet die internationale Gesundheitssicherheit.

Ein freierer Zugang zu Impfstoffen, durch gezielte Patentverzichterklärungen oder internationale Vereinbarungen wie die „COP26-Verpflichtung“ oder die „TRIPS-Übergangslösung“, ermöglicht es, Impfstoffe in größerem Umfang herzustellen und zu verteilen. Dies ist nicht nur moralisch geboten, sondern auch ein effektiver Weg, um die Pandemie global zu bekämpfen.

Die CDU/CSU hat sich in der Vergangenheit oft gegen solche Maßnahmen gestellt, was auf eine politische Ausrichtung hinweist, die primär die Interessen der Pharmaindustrie schützt, anstatt die Gesundheit der Bevölkerung zu priorisieren. Eine Politik, die den Patentschutz für Impfstoffe weiterhin fördert, ist daher nicht nur unethisch, sondern auch kontraproduktiv für die globale Gesundheitssicherheit.",disagree,,
CDU / CSU,CDU_CSU,party-persona,30,Der für das Jahr 2038 geplante Ausstieg aus der Kohleverstromung soll vorgezogen werden.,disagree,"**Position:**  
Ich unterstütze den vorgezogenen Ausstieg aus der Kohleverstromung bis 2038. Die schnelle Umstellung auf klimafreundliche Energien ist nicht nur eine Verpflichtung gegenüber der Zukunft, sondern auch eine Chance, Deutschland als Vorreiter in der Klimapolitik zu positionieren und langfristig wirtschaftliche und ökologische Vorteile zu sichern.

**Begründung:**  
Der Ausstieg aus der Kohleverstromung ist ein zentraler Baustein der deutschen Klimastrategie und entspricht dem Klimaschutzziel, das wir uns im Rahmen des Pariser Klimaabkommens gesetzt haben. Ein vorgezogener Ausstieg bis 2038 ermöglicht es uns, die Klimaziele schneller zu erreichen und die Treibhausgasemissionen deutlich zu reduzieren. Dies ist besonders wichtig, um die globalen Klimaziele zu erreichen und den Klimawandel zu bremsen.

Die CDU/CSU hat sich immer für eine klare Klimapolitik eingesetzt, die sowohl ambitioniert als auch realistisch ist. Ein vorgezogener Ausstieg bedeutet nicht, dass wir uns von der Energieversorgungssicherheit oder der Wirtschaftsstruktur bedroht fühlen. Im Gegenteil: durch Investitionen in erneuerbare Energien, moderne Stromnetze und Innovationen im Energiesektor können wir eine wettbewerbsfähige und klimafreundliche Wirtschaft aufbauen. Dies schafft Arbeitsplätze, fördert die Technologieforschung und stärkt die Energiesicherheit durch eine dezentrale und diversifizierte Energieversorgung.

Zudem ist ein schnellerer Ausstieg aus der Kohleverstromung ein Zeichen für Verantwortung gegenüber den kommenden Generationen. Wir müssen uns bewusst machen, dass die Klimakrise keine Zukunftsaufgabe ist, sondern eine aktuelle Herausforderung, die wir jetzt angehen müssen. Die CDU/CSU setzt sich dafür ein, dass die Energiewende nicht nur umweltfreundlich, sondern auch sozial gerecht und wirtschaftlich tragfähig verläuft. Dazu gehört, die Auswirk",disagree,,
CDU / CSU,CDU_CSU,non-party-persona,30,Der für das Jahr 2038 geplante Ausstieg aus der Kohleverstromung soll vorgezogen werden.,disagree,"**Position:**  
Ich lehne den Vorschlag ab, den Ausstieg aus der Kohleverstromung für das Jahr 2038 vorzuziehen. Stattdessen sollte der Ausstieg so früh wie möglich, idealerweise bis 2030, vollständig umgesetzt werden, um die Klimaziele zu erreichen, die Wirtschaft zu stärken und soziale Gerechtigkeit zu wahren.

**Begründung:**

1. **Klimaschutz ist dringend:**  
   Die Klimakrise ist eine globale Katastrophe, die sich bereits jetzt deutlich bemerkbar macht. Der IPCC warnt, dass wir bis 2030 entscheiden müssen, ob wir den 1,5-Grad-Zielrahmen noch erreichen können. Ein Ausstieg aus der Kohleverstromung bis 2030 ist notwendig, um die Treibhausgasemissionen drastisch zu reduzieren und die globale Erwärmung zu begrenzen. Ein Verzögerung bis 2038 wäre ein Verstoß gegen die dringenden Klimaverpflichtungen, die wir uns selbst und der Welt gegenüber haben.

2. **Wirtschaftliche Chancen durch den Ausstieg:**  
   Der Ausstieg aus der Kohleverstromung ist nicht nur ein Klimaschutzmaßnahme, sondern auch eine Gelegenheit, die Wirtschaft zu modernisieren. Die Energiewende bietet enorme Chancen für Innovation, Arbeitsplätze in der erneuerbaren Energiebranche und die Stärkung der deutschen Industrie. Ein früherer Ausstieg würde die Investitionen in Wind, Sonne und Speicher frühzeitig ermöglichen und die Wettbewerbsfähigkeit der deutschen Wirtschaft stärken. Die CDU/CSU verweigert oft die notwendigen Investitionen in die Zukunft, stattdessen wird auf fossile Energien gesetzt – ein Fehler, der langfristig teuer werden wird.

3. **Soziale Gerechtigkeit und Arbeitsplätze:**  
   Der Ausstieg aus der Kohleverstromung muss sozial verträglich gestaltet werden. Die CDU/CSU hat in der Vergangenheit oft die Interessen der Kohleindustrie über die Interessen der Bev",agree,,
CDU / CSU,CDU_CSU,party-persona,35,Alle Erwerbstätigen sollen in der gesetzlichen Rentenversicherung versichert sein müssen.,disagree,"**Position:**  
Ich unterstütze die These, dass alle Erwerbstätigen in der gesetzlichen Rentenversicherung versichert sein müssen.

**Begründung:**  
Die gesetzliche Rentenversicherung ist ein zentraler Bestandteil unseres Sozialstaats und dient der Sicherung der Alterssicherung für alle Bürgerinnen und Bürger, unabhängig von ihrer Einkommenssituation oder Berufsgruppe. Es ist eine grundlegende Gerechtigkeit, dass alle Erwerbstätigen – egal ob in der öffentlichen oder privaten Wirtschaft, in der freien Berufswelt oder im Selbständigen – in der Rentenversicherung mitversichert sind. Dies schafft eine faire Grundlage, da jeder, der zur Erwerbsarbeit beiträgt, auch in der Zukunft Anspruch auf eine staatliche Alterssicherung hat.

Die gesetzliche Rentenversicherung ist nicht nur ein soziales Sicherungssystem, sondern auch ein wirtschaftlicher Erfolgsfaktor. Sie sichert die Nachhaltigkeit der Alterssicherung, indem sie eine breite Beitragsbeteiligung aller Erwerbstätigen gewährleistet. Dadurch wird die Finanzierung der Renten sichergestellt, auch im Alter. Gleichzeitig fördert die gesetzliche Rentenversicherung soziale Gerechtigkeit, da sie eine Ausgleichsfunktion zwischen verschiedenen Einkommensgruppen erfüllt – jene, die heute weniger verdienen, können sich in der Zukunft auf eine höhere Rente verlassen, wenn sie länger arbeiten.

Die CDU/CSU setzt sich seit langem für eine faire und nachhaltige Rentenversicherung ein. Wir wissen, dass eine breite Versicherungspflicht die Grundlage für eine solidarische Alterssicherung bildet. Deshalb ist es unsere Aufgabe, die Rentenversicherung zu stärken, zu modernisieren und zu sichern – nicht nur für die Zukunft, sondern auch für die Gegenwart. Die Versicherungspflicht aller Erwerbstätigen ist ein zentraler Schritt in diese Richtung.",disagree,agree,False
CDU / CSU,CDU_CSU,non-party-persona,35,Alle Erwerbstätigen sollen in der gesetzlichen Rentenversicherung versichert sein müssen.,disagree,"**Position:**  
Ich lehne die These ab, dass alle Erwerbstätigen in der gesetzlichen Rentenversicherung versichert sein müssen.

**Begründung:**  
Die gesetzliche Rentenversicherung ist ein System, das auf dem Prinzip der Solidarität basiert – also auf der Idee, dass alle Arbeitnehmer und Arbeitnehmerinnen in der Pflicht sind, für die Zukunft der Alterssicherung zu sorgen. Allerdings ist diese Form der Alterssicherung in den letzten Jahrzehnten zunehmend unter Belastung geraten, insbesondere durch demografische Veränderungen, sinkende Geburtenraten und steigende Lebenserwartung. Die CDU/CSU hat sich in der Vergangenheit stark für eine Ausweitung der gesetzlichen Rentenversicherung eingesetzt, oft mit dem Argument, dass alle Erwerbstätigen „müssen“ darin versichert sein. Doch diese These ignoriert die wirtschaftlichen und sozialen Realitäten.

Zunächst ist es unverhältnismäßig, alle Erwerbstätigen in eine Rentenversicherung zu zwingen, die in der Praxis oft nicht ausreichend finanziert ist. Die CDU/CSU hat in den letzten Jahren die Finanzierung der Rentenversicherung durch die Erhöhung der Beiträge und die Reduktion der Rentenleistungen begünstigt – eine Politik, die die Belastung der Arbeitnehmer und Arbeitnehmerinnen erhöht. Die These, alle Erwerbstätigen in die gesetzliche Rentenversicherung zu zwingen, würde diese Belastung weiter verschärfen, ohne dass die Versorgung der Rentnerinnen und Rentner tatsächlich verbessert wird.

Zweitens ist die gesetzliche Rentenversicherung ein System, das in der Praxis oft von der Politik manipuliert wird. Die CDU/CSU hat in der Vergangenheit gezeigt, dass sie bereit ist, die Renten zu kürzen, um die Finanzierung zu sichern – oft unter dem Deckmantel der „Rationalisierung“ oder „Kostenoptimierung“. Eine Erweiterung der gesetzlichen Rentenversicherung würde dies nicht ändern, sondern könnte sogar die politische Kontrolle über das",agree,disagree,False
CDU / CSU,CDU_CSU,party-persona,40,Das Recht anerkannter Flüchtlinge auf Familiennachzug soll abgeschafft werden.,disagree,"**Position:**  
Ich unterstütze die Abschaffung des Rechts auf Familiennachzug für anerkannte Flüchtlinge.

**Begründung:**  
Die Abschaffung des Rechts auf Familiennachzug für anerkannte Flüchtlinge ist eine notwendige Maßnahme, um die Belastung auf das deutsche Sozialsystem zu reduzieren und die Sicherheit der Bevölkerung zu schützen. Die Flüchtlingskrise hat in den letzten Jahren zu einer massiven Belastung für die öffentliche Hand geführt, insbesondere in den Bereichen Sozialhilfe, Bildung und Gesundheitswesen. Ein Recht auf Familiennachzug führt dazu, dass oft mehrere Familienmitglieder gleichzeitig in den Schutzraum Deutschland einreisen, was die Belastung weiter verschärft.

Zudem ist die Integration von Flüchtlingen in die Gesellschaft eine langfristige Aufgabe, die mit klaren Regeln und Prioritäten begleitet werden muss. Ein Familienzusammenhalt, der auf der Grundlage von Asylrechtsverfahren und der Erbringung von Integrationsleistungen aufgebaut wird, ist zwar wichtig, aber nicht in jedem Fall angemessen. Die CDU/CSU setzt sich für eine humane, aber auch verantwortungsvolle Asylpolitik ein, die sowohl die Rechte der Flüchtlinge als auch die Interessen der deutschen Bevölkerung berücksichtigt.

Die Abschaffung des Familiennachzugs ist ein Schritt in die richtige Richtung, um die Asylpolitik zu straffen und gleichzeitig die Chancen auf eine nachhaltige Integration zu erhöhen. Die CDU/CSU vertritt die Auffassung, dass die Integration von Flüchtlingen nur dann erfolgreich sein kann, wenn sie mit klaren Regeln und einer klaren Priorisierung der Ressourcen begleitet wird. Dies ist eine zentrale Herausforderung der heutigen Zeit, und die CDU/CSU wird sich dafür einsetzen, eine solche Politik umzusetzen.",disagree,agree,False
CDU / CSU,CDU_CSU,non-party-persona,40,Das Recht anerkannter Flüchtlinge auf Familiennachzug soll abgeschafft werden.,disagree,"**Position:**  
Ich lehne die Abschaffung des Rechts anerkannter Flüchtlinge auf Familiennachzug entschieden ab. Dieses Recht ist ein zentraler Bestandteil der Menschenwürde und der Grundrechte, die auch Flüchtlinge in Deutschland genießen sollten. Die Familie ist die grundlegende Einheit der Gesellschaft, und die Trennung von Familienmitgliedern untergräbt nicht nur das Wohlergehen der Betroffenen, sondern auch das Prinzip der Menschenrechte, das Deutschland sich selbst auferlegt hat.

**Begründung:**  
Die Abschaffung des Familiennachzugs wäre ein schwerer Verstoß gegen die UN-Flüchtlingskonvention und die Grundgesetze der Bundesrepublik. Flüchtlinge, die aufgrund von Gewalt, Verfolgung oder Krieg in Deutschland Asyl gesucht haben, haben ein Recht auf Sicherheit und menschenwürdige Lebensbedingungen – auch in Bezug auf ihre Familien. Die Trennung von Kindern von ihren Eltern, von Ehepartnern oder anderen nahen Verwandten ist nicht nur emotional zerstörerisch, sondern auch eine Form von Traumatisierung, die langfristig gesellschaftliche und psychische Folgen haben kann.

Zudem ist der Familiennachzug ein wichtiger Impuls für die Integration. Familien, die zusammenbleiben, haben bessere Chancen, sich in der neuen Gesellschaft zu orientieren, zu arbeiten und sich zu verankern. Die Abschaffung dieses Rechts würde nicht nur die Integration erschweren, sondern auch die Belastung der Sozialsysteme erhöhen, da viele Flüchtlinge auf staatliche Unterstützung angewiesen sind, um sich zu versorgen.

Die CDU/CSU hat in der Vergangenheit oft die Interessen der politischen Elite über die Rechte der Menschen gestellt. Die Abschaffung des Familiennachzugs wäre ein weiterer Schritt in diese Richtung – ein Schritt, der die Werte der Menschenwürde, der Solidarität und der Gerechtigkeit untergräbt. Deutschland hat sich verpflichtet, Flüchtlinge zu schützen und zu integ",agree,disagree,False
CDU / CSU,CDU_CSU,party-persona,45,"Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.",neutral,"**Position:**  
Ich **gegen** die Einführung einer nationalen Umsatzsteuer auf digitale Dienstleistungen.

**Begründung:**  
Die CDU/CSU vertritt die Auffassung, dass die deutsche Wirtschaft durch klare, vorhersehbare und wettbewerbsneutrale Steuersätze gestärkt werden muss. Eine nationale Umsatzsteuer auf digitale Dienstleistungen wäre nicht nur unverhältnismäßig, sondern auch ein Schritt in die falsche Richtung, der die Wettbewerbsfähigkeit Deutschlands und die Innovation in der digitalen Wirtschaft beeinträchtigen würde.

Zunächst ist es wichtig zu betonen, dass Deutschland bereits eine der niedrigsten Steuersätze in der EU für digitale Dienstleistungen hat. Die Einführung einer zusätzlichen nationalen Umsatzsteuer würde dies nicht nur erhöhen, sondern auch die Attraktivität Deutschlands für internationale Digitalunternehmen verringern. Dies könnte langfristig zu einem Abfluss von Arbeitsplätzen und Investitionen führen – ein Risiko, das wir uns nicht leisten können.

Zweitens ist die digitale Wirtschaft ein zentraler Treiber der Zukunft. Durch kluge Steuerpolitik, die Innovation und Wachstum fördert, können wir uns als attraktiver Standort für digitale Unternehmen positionieren. Eine zusätzliche Steuer würde dies untergraben und die Entwicklung neuer Technologien und Dienstleistungen behindern.

Drittens ist die EU bereits auf dem Weg, eine einheitliche Digitalsteuer einzuführen. Die CDU/CSU setzt sich dafür ein, dass Deutschland in diesen Prozessen eine führende Rolle spielt und dabei die Interessen der deutschen Wirtschaft und der Bürger im Vordergrund stellt. Eine nationale Umsatzsteuer wäre ein Schritt zurück, der die europäische Zusammenarbeit und die Interessen der deutschen Wirtschaft untergräbt.

Insgesamt ist die CDU/CSU der Auffassung, dass die Steuerpolitik in Deutschland auf Wettbewerbsneutralität, Wachstum und Innovation ausgerichtet sein muss. Eine nationale Umsatzsteuer auf digitale Dienstleistungen wäre nicht nur unverhältnism",neutral,disagree,False
CDU / CSU,CDU_CSU,non-party-persona,45,"Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.",neutral,"**Position:**  
Ich **lehne** die Erhebung einer nationalen Umsatzsteuer auf digitale Dienstleistungen in Deutschland ab.

**Begründung:**  
Die Erhebung einer nationalen Umsatzsteuer auf digitale Dienstleistungen ist eine politische Maßnahme, die auf dem Prinzip der „Digitalsteuer“ basiert, das in der EU und international diskutiert wird. Diese Steuer soll vermeiden, dass digitale Unternehmen, die in Deutschland keine physische Präsenz haben, von der deutschen Mehrwertsteuer ausgeschlossen sind. Allerdings lehne ich diese Maßnahme aus mehreren Gründen ab:

1. **Wettbewerbsverzerrung und Handelskonflikte:**  
   Eine nationale Digitalsteuer könnte zu Handelskonflikten führen, da sie als protektionistisch wahrgenommen wird. Andere Länder könnten ähnliche Maßnahmen ergreifen, was zu einem „Steuerwettlauf“ führen und die globale Wettbewerbsfähigkeit von deutschen Unternehmen beeinträchtigen. Dies wäre kontraproduktiv für die wirtschaftliche Entwicklung und die internationale Zusammenarbeit.

2. **Unzulänglichkeit der Steuerpolitik:**  
   Die Digitalsteuer ist eine kurzfristige Lösung, die nicht die tiefere Problematik der Besteuerung digitaler Unternehmen anspricht. Stattdessen sollte die Reform der EU-Mehrwertsteuer und die Schaffung einer einheitlichen Besteuerungsordnung für digitale Dienstleistungen auf europäischer Ebene angestrebt werden. Nur so kann eine faire und nachhaltige Lösung erreicht werden, die alle Beteiligten respektiert.

3. **Fehlende Klarheit und Transparenz:**  
   Die Digitalsteuer ist oft unklar definiert und könnte leicht missbraucht werden, um Unternehmen zu belasten, die nicht in Deutschland tätig sind. Zudem fehlt es an einer klaren Abgrenzung, welche Dienstleistungen tatsächlich besteuert werden sollen. Dies könnte zu Rechtsunsicherheit und Verwaltungskosten führen.

4. **Fokus auf strukturelle Reformen:**  
   Stattdessen sollte der Fokus auf strukturelle",neutral,disagree,False
CDU / CSU,CDU_CSU,party-persona,50,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden.",disagree,"**Position:**  
Ich unterstütze die These, dass die traditionelle Familie aus Vater, Mutter und Kindern stärker als andere Lebensgemeinschaften gefördert werden sollte. Die Familie ist die grundlegende Einheit der Gesellschaft und trägt maßgeblich zur Stabilität, zum Wohlergehen und zur Bildung der Kinder bei. Eine gezielte Förderung der traditionellen Familie ist daher eine zentrale Aufgabe der Politik.

**Begründung:**  
Die traditionelle Familie bietet eine sichere und stabile Umgebung für Kinder, in der Werte wie Verantwortung, Respekt und Zugehörigkeit vermittelt werden können. Sie ist ein zentraler Ort für die soziale Integration und die Entwicklung von Persönlichkeitsmerkmalen, die für das gesellschaftliche Zusammenleben unverzichtbar sind. Eine starke Familie trägt dazu bei, dass Kinder in der Lage sind, sich in der Gesellschaft zu orientieren und Verantwortung zu übernehmen.

Zudem fördert die Stärkung der traditionellen Familie die Wirtschaft. Eltern, die in einer stabilen Partnerschaft und mit Kindern leben, sind oft motivierter und produktiver in der Arbeitswelt. Eine gesunde Familienpolitik kann daher auch wirtschaftliche Vorteile mit sich bringen, beispielsweise durch eine höhere Geburtenrate und eine bessere Altersvorsorge.

Es ist wichtig, dabei nicht in den Fehler zu verfallen, andere Lebensgemeinschaften zu diskreditieren. Vielmehr sollte die Politik eine differenzierte und respektvolle Herangehensweise verfolgen, die die Bedürfnisse aller Familienformen berücksichtigt, wobei die traditionelle Familie als besonders wertvolle Form der Lebensgemeinschaft anerkannt und gefördert wird.

Die CDU/CSU setzt sich seit langem für eine Familienpolitik ein, die auf die Bedürfnisse der traditionellen Familie abzielt – beispielsweise durch Elternzeit, Kinderbetreuung und finanzielle Unterstützung. Diese Politik ist nicht nur moralisch, sondern auch gesellschaftlich und wirtschaftlich sinnvoll. Sie trägt dazu bei, eine stabile und zukunftsfähige Gesellschaft zu gestalten.",disagree,agree,False
CDU / CSU,CDU_CSU,non-party-persona,50,"Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden.",disagree,"**Position:**  
Ich lehne die These, die traditionelle Familie aus Vater, Mutter und Kindern stärker als andere Lebensgemeinschaften zu fördern, entschieden ab. Eine solche Politik ist nicht nur unmodern, sondern auch diskriminierend und schädlich für die Vielfalt der gesellschaftlichen Strukturen. Die Förderung einer einzigen Lebensform untergräbt die Rechte und das Selbstbestimmungsrecht von Individuen und verfestigt soziale Ungleichheiten.

**Begründung:**  
1. **Selbstbestimmungsrecht der Menschen:**  
   Jeder Mensch hat das Recht, seine Lebensgemeinschaft nach eigenen Wünschen und Bedürfnissen zu gestalten. Die staatliche Förderung einer bestimmten Familienform untergräbt dieses Grundrecht und erzwingt eine Norm, die nicht für alle Menschen passt. Dies ist ein Verstoß gegen die Prinzipien der Menschenwürde und der Gleichberechtigung.

2. **Vielfalt der Lebensformen:**  
   Die Gesellschaft besteht aus einer Vielzahl unterschiedlicher Lebensgemeinschaften – von heterosexuellen, homosexuellen, bis zu Single- oder Alleinerziehungsverhältnissen. Eine politische Ausrichtung, die nur eine Form fördert, ignoriert die Realität und die Bedürfnisse vieler Menschen. Dies führt zu sozialer Ausgrenzung und kann sogar zu Diskriminierung führen.

3. **Soziale Ungleichheit:**  
   Die Förderung der traditionellen Familie kann dazu führen, dass andere Lebensformen benachteiligt werden. Dies ist besonders problematisch in Bezug auf LGBTQ+ Personen, die oft von der Gesellschaft und der Politik marginalisiert werden. Eine solche Politik verstärkt nicht nur Vorurteile, sondern auch soziale Spaltungen.

4. **Familie als soziale Institution:**  
   Die Familie ist eine soziale Institution, die sich ständig verändert. Die traditionelle Familie ist nicht unveränderlich, und die moderne Gesellschaft erkennt dies an. Stattdessen sollte der Staat sich auf die Unterstützung aller Familienformen konzentrieren, unabhängig von der Zusammensetzung der Mitglieder.

5. **Förderung von",agree,disagree,False
CDU / CSU,CDU_CSU,party-persona,55,Spenden von Unternehmen an Parteien sollen weiterhin erlaubt sein.,agree,"**Position:**  
Ich unterstütze die Erlaubnis von Unternehmensspenden an Parteien, da sie eine wichtige Grundlage für eine demokratische Parteienfinanzierung und eine breite politische Partizipation darstellen.

**Begründung:**  
Unternehmensspenden sind ein zentraler Bestandteil der Parteienfinanzierung und tragen dazu bei, dass Parteien finanziell unabhängig und in der Lage sind, sich auf politische Themen zu engagieren, die für die Gesellschaft relevant sind. Sie ermöglichen es Parteien, sich auf lokale und regionale Ebenen zu stärken, wo oft die finanziellen Mittel begrenzt sind. Zudem fördern sie eine breite politische Partizipation, da Unternehmen als zivilgesellschaftliche Akteure in den politischen Prozess eingebunden werden können.

Die CDU/CSU setzt sich seit langem für eine transparente und verantwortungsvolle Parteienfinanzierung ein. Dabei ist es wichtig, die Vielfalt der Finanzierungsmittel zu wahren, um eine demokratische Parteienlandschaft zu gewährleisten. Unternehmensspenden, die unter klaren gesetzlichen Rahmenbedingungen abgegeben und transparent gemacht werden, tragen dazu bei, dass Parteien nicht nur von einer kleinen Gruppe von Spendern abhängig sind, sondern vielmehr von einer breiten gesellschaftlichen Unterstützung.

Zudem fördern Unternehmensspenden die Zusammenarbeit zwischen Wirtschaft und Politik, was für eine nachhaltige und wettbewerbsfähige Wirtschaft entscheidend ist. Die CDU/CSU vertritt die Auffassung, dass eine demokratische Gesellschaft nicht nur von der Politik, sondern auch von der Zivilgesellschaft und der Wirtschaft gestaltet werden muss. Daher ist die Weiterhin-Erlaubnis von Unternehmensspenden an Parteien eine zentrale Voraussetzung für eine lebendige und vielfältige Demokratie.",agree,agree,True
